key,title,year,Test Activities,GenAI Model,Framework/Agent,Usage,Evaluation / Maturity,Limitations,Notes / References,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-394626737,Evaluation of the Choice of LLM in a Multi-Agent Solution for GUI-Test Generation,2025,"Teste de GUI Exploratório Automatizado (Automated Exploratory GUI Testing) Foco em aplicações web (e-commerce), com o objetivo de realizar tarefas complexas de ponta a ponta (ex: ""fazer uma compra online"") sem scripts pré-gravados.","Llama 3.1, Gemma 2, Mistral-Nemo. Nota: Todos utilizados em versões quantizadas (4-bit) para execução local (Local LLMs), visando privacidade e baixo custo",PathFinder (Framework Multi-Agente Proprietário) Arquitetura composta por 4 agentes especializados: 1. Perceptron: Coleta e resume o HTML/DOM. 2. System 1: Toma decisões de navegação (clicar/digitar) 3. EntryBot: Gerencia dados de entrada (preenche formulários com dados de usuários fictícios). 4. Oracle: Valida se o teste passou ou falhou.,"O sistema não usa scripts (ex: Selenium IDE). Ele recebe uma URL e um objetivo (Prompt: ""Compre um item"") Os agentes operam num ciclo Observe-Reason-Act: - O Perceptron converte a página em JSON limpo. - O System 1 decide a ação com base no histórico. - O Oracle verifica o sucesso a cada 5 passos. O estudo testou 27 permutações diferentes de modelos entre os agentes.","Maturidade Acadêmica (Experimento Empírico). Cenário: 4 sites de e-commerce reais. Métricas: Eficácia (F1-Score) e Eficiência (Tempo de execução). - O Llama 3.1 foi o modelo mais robusto individualmente. - Curiosamente, a hipótese de que ""misturar modelos especializados é melhor"" foi parcialmente refutada; usar um modelo forte (Llama 3.1) em todos os agentes gerou resultados mais consistentes devido à melhor coordenação.","Coordenação entre Agentes: Usar modelos diferentes em agentes diferentes causou discrepâncias na comunicação (um modelo não entendia bem o output do outro). Alucinação de Seletores: O modelo às vezes inventa IDs de elementos (mitigado no paper usando Fuzzy String Matching). Dependência de Contexto: O agente Perceptron exige janela de 8k tokens, o que limita o uso de modelos muito pequenos ou antigos.","Relevância para Updates Autônomos: Este é um exemplo perfeito de Self-Healing implícito. Como não há script ""hard-coded"" (apenas o objetivo em linguagem natural), se a UI mudar (botão mudar de lugar), o agente adapta-se automaticamente, resolvendo o problema de manutenção de testes de GUI. Privacidade: Destaca-se por provar que é possível rodar agentes de teste complexos localmente (sem enviar dados para OpenAI), um requisito chave para muitas empresas.",,,,,,,487 - 497,"Tomic, Stevan and Alégroth, Emil and Isaac, Maycel",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007519090&doi=10.1109%2FICST62969.2025.10989038&partnerID=40&md5=a9c1278607d06e5157ef49503bf355f4,,,,,Cited by: 0; All Open Access; Green Accepted Open Access; Green Open Access,10.1109/ICST62969.2025.10989038,Ability testing; Autonomous agents; C (programming language); Intelligent agents; Model checking;...,,,Evaluation of the Choice of LLM in a Multi-Agent Solution for GUI-Test Generation_QNd.pdf
rayyan-394626738,"Evaluating Software Development Agents: Patch Patterns, Code Quality, and Issue Complexity in Real-World GitHub Scenarios",2025,Teste de correção funcional usando o conjunto de dados SWE-bench Pontuação de similaridade baseada em GPT usando GPT-4 e GPT-4o,GPT-4 GPT-4o,HULA (Human-In-The-Loop LLM-based Software Development Agents Framework),Desenvolvimento de software e resolução de problemas usando agentes de desenvolvimento de software humanos no loop para resolver itens de trabalho do Jira,"Métodos de avaliação: Teste de correção funcional usando conjunto de dados SWE-bench, pontuação de similaridade baseada em GPT. Métricas de desempenho: taxa de resolução de 37,2% no conjunto de dados verificado do SWE-bench, pontuação de similaridade alta de 38,5% para itens de trabalho. Validação: Forte concordância com avaliações humanas (coeficiente de correlação: 0,7), pontuação F1: 0,67 para representação de testes unitários.",Altos custos computacionais de testes unitários. Variabilidade nas avaliações baseadas em LLLM. Criação de conjuntos de dados que exigem muito trabalho para testes unitários. Resultados binários de aprovação/reprovação em testes unitários. Execução de testes cara e demorada. Dificuldade em avaliar pequenas melhorias incrementais devido aos resultados flutuantes do LLM.,----,,,,,,,657 - 668,"Chen, Zhi and Jiang, Lingxiao",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007302779&doi=10.1109%2FSANER64311.2025.00068&partnerID=40&md5=1e5568549f4eba6213f35f8ccaa4be56,,,,,Cited by: 0,10.1109/SANER64311.2025.00068,Application programs; Computer operating systems; Computer software maintenance; Computer softwar...,,,2410.12468v2_dGu.pdf
rayyan-394626739,Approach to Forming Vulnerability Datasets for Fine-Tuning AI Agents,2025,Detecção de vulnerabilidades (security testing) via análise estática de código suporte indireto a testes de segurança durante desenvolvimento e testes geração de dados para treinamento e atualização de agentes de teste,CodeQwen 2.5 (7B) fine-tuned uso de ChatGPT-4o para geração de amostras sintéticas de vulnerabilidades raras,"Pipeline de curadoria de datasets para fine-tuning de agentes de IA (não é um agente de teste em si); scripts em Python + Polars integração com CVE, GitHub Advisory e repositórios OSS",GenAI é usada para (i) fine-tuning de modelos de detecção de vulnerabilidades e (ii) geração sintética de exemplos para balanceamento do dataset; objetivo é criar agentes de segurança continuamente atualizáveis,"Protótipo experimental avaliado dataset real (2013–2025) fine-tuning realizado e avaliado com métricas clássicas (Precision, Recall, F1, FPR) resultados quantitativos reportados, porém desempenho ainda limitado",Foco exclusivo em Python análise apenas estática baixa capacidade de generalização inicial do modelo recall baixo para várias CWE dependências externas não analisadas testes não são executados no SUT,284 vulnerabilidades sintéticas geradas com ChatGPT-4o (custo ≈ US$9),,,,,,,771 - 776,"Gladkikh, Kirill and Zakharov, Alexander A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007163730&doi=10.1109%2FSmartIndustryCon65166.2025.10986048&partnerID=40&md5=c17a17e425a33f43983fe72168611c09,,,,,Cited by: 0,10.1109/SmartIndustryCon65166.2025.10986048,Computer software selection and evaluation; Data curation; Data flow analysis; Model checking; Op...,,,14259.pdf
rayyan-394626746,Adaptive Test Healing using LLM/GPT and Reinforcement Learning,2025,Test healing automático; manutenção e atualização de testes funcionais adaptação de testes a mudanças no SUT identificação de falhas por mudanças na UI/fluxo,GPT (LLM da OpenAI) usado para sugerir correções de testes; modelo RL (Q-learning) para seleção de ações,"Framework híbrido LLM + Reinforcement Learning para manutenção de testes agentes responsáveis por detectar falhas, propor correções e aprender estratégias de reparo","Quando testes falham devido a mudanças no sistema, o LLM sugere modificações nos scripts de teste o agente RL escolhe e aplica a melhor ação feedback da execução atualiza a política, permitindo aprendizado contínuo","Protótipo acadêmico / estudo experimental avaliação em cenários controlados de testes automatizados métricas qualitativas e quantitativas (taxa de sucesso de healing, redução de esforço manual)",Avaliação limitada em escala foco em testes funcionais/UI ependência de LLM proprietário ausência de estudo industrial de longo prazo possíveis erros do LLM exigem validação humana,demonstra redução significativa de manutenção manual de testes,,,,,,,9 - 16,"Mani, Nariman and Attaranasl, Salma",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004735212&doi=10.1109%2FICSTW64639.2025.10962516&partnerID=40&md5=b70259ee11a7c7ada5d2d2cab21e9645,,,,,Cited by: 1,10.1109/ICSTW64639.2025.10962516,C (programming language); Computer operating systems; Computer software selection and evaluation;...,,,Adaptive_Test_Healing_using_LLM_GPT_and_Reinforcement_Learning.pdf
rayyan-394626752,Multi-Agent hierarchical workflow for autonomous code generation with Large Language Models,2025,Geração de Testes Unitários (Unit Test Development) Depuração Autônoma (Automated Debugging) Validação de Código Gerado,GPT-4o,"Multi-Agent Hierarchical Workflow Integra AlphaCodium, LangChain e LangGraph Agentes específicos: Programmer, Unit Test, Executor, e Debugging","O fluxo utiliza uma abordagem hierárquica onde, após a geração do código (usando a técnica Skeleton-of-Code para paralelismo) um Unit Test Agent verifica o código e um Debugging Agent resolve falhas identificadas pelo Executor Agent. Os agentes têm acesso a ferramentas externas (Wolfram Alpha, Web Search) para validar lógica e sintaxe","PoC Acadêmica (Conferência de Estudantes IEEE) Avaliado em 3 datasets clássicos (ex: California Housing) Comparado com ChatGPT, Claude e Perplexity. Atingiu 100% de precisão funcional nos testes realizados e pontuação máxima em legibilidade Execução rápida (3.4s - 5.7s)","Escopo Limitado: O protótipo atual foca apenas em análise de dados via arquivos CSV. Escalabilidade: Precisa evoluir para suportar formatos complexos (JSON, XML) e dados em tempo real Risco de Segurança: O artigo cita a necessidade de supervisão para evitar vulnerabilidades em código gerado por IA","""O sistema opera analisando o conjunto de dados... atribuindo agentes que trabalham sequencialmente: um agente programador..., um agente de teste unitário verifica o código, e um agente executor executa o código."". Destaque para a técnica Skeleton-of-Code para reduzir latência",,,,,,,,"Akilesh, S. and Sekar, Rajeev and Om Kumar, C. U. and Prakalya, D. and Suguna, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002712410&doi=10.1109%2FSCEECS64059.2025.10940635&partnerID=40&md5=82551e1af9a6048e627580f4f80faab8,,,,,Cited by: 1,10.1109/SCEECS64059.2025.10940635,Ada (programming language); Application programs; Autonomous agents; C (programming language); Co...,,,Multi-Agent_hierarchical_workflow_for_autonomous_code_generation_with_Large_Language_Models.pdf
rayyan-394626754,Using LLM-Based Deep Reinforcement Learning Agents to Detect Bugs in Web Applications,2025,Teste de GUI Black-Box (Aplicativos Web) Teste Exploratório Detecção de Bugs,Gemma-7b (Modelo local),Agente DRL (Deep Reinforcement Learning) baseado em PPO (Proximal Policy Optimization) usando Stable Baselines3 e Selenium.,"O LLM é usado como um sensor de inferência de estado Em vez de depender de APIs de navegador (que variam entre Chrome/Safari), o agente extrai o HTML cru e pergunta ao LLM: ""Este elemento é clicável?"". A resposta (0 ou 1) é adicionada ao vetor de estado do agente RL para guiar a exploração","PoC Acadêmica (ICAART 2025). Validado numa aplicação web customizada (Vue.js) O agente com auxílio do LLM atingiu a recompensa máxima em 5 épocas, empatando com o agente que tinha acesso aos dados reais do navegador, e superando largamente o agente sem essa informação (11 épocas) Acurácia de inferência do LLM foi de 81.5% em elementos reais extraídos da web.","Latência de Inferência: Executar o LLM a cada passo é lento; mitigado via caching Complexidade da App: Testado apenas numa app simples; apps complexas podem aumentar o ruído na inferência Generalização: Não validado em cenários onde a ""clicabilidade"" não é o fator crítico","""Nossa hipótese é que combinar as capacidades inferenciais de LLMs com a robustez do DRL pode igualar a acurácia de métodos que dependem de coleta direta de dados"" Abordagem focada em Cross-Browser Testing eficiente.",,,International Conference on Agents and Artificial Intelligence,,3,,1001 - 1008,"Sakai, Yuki and Tahara, Yasuyuki and Ohsuga, Akihiko and Sei, Yuichi",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001979448&doi=10.5220%2F0013248800003890&partnerID=40&md5=e11343925c0bfbc45c2e1839fd45504a,,,,,Cited by: 0,10.5220/0013248800003890,,,,132488.pdf
rayyan-394626756,Agentic AI for Behavior-Driven Development Testing Using Large Language Models,2025,Geração automática de testes BDD (Gherkin) apoio à especificação de testes funcionais/aceitação correção sintática e semântica de testes ligação entre linguagem natural e implementação de testes,LLM open-source fine-tuned (Llama 3.1 8B) uso de GPT-4 apenas para geração sintética de dados de treino,"BDDTestAIGen – framework Agentic AI com LLM + NLP clássico (POS, SRL) + RAG + human-in-the-loop, integrado ao Behave / Gherkin","O agente guia o usuário na criação de testes BDD em linguagem natural, mapeia passos (Given/When/Then) para implementações existentes, corrige erros e solicita intervenção humana quando há ambiguidade foco em reduzir esforço manual e incluir stakeholders não técnicos","Protótipo acadêmico com avaliação empírica avaliação quantitativa (1.983 testes sintéticos, taxa de matching, tipos de erro) e qualitativa (estudo com desenvolvedores e não programadores em jogos comerciais)",Dependência de human-in-the-loop não há geração totalmente autônoma de testes foco exclusivo em BDD problemas com conversão de unidades e tipos não atualiza automaticamente o SUT,"“first study to combine LLMs, NLP, human-in-the-loop and Agentic AI to automate BDD test creation” matching correto em >50% dos casos com modelo 8B fine-tuned",,,International Conference on Agents and Artificial Intelligence,,2,,805 - 815,"Päduraru, Ciprian Ionut and Zavelca, Miruna and Ştefǎnescu, Alin",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001687420&doi=10.5220%2F0013374400003890&partnerID=40&md5=9a5f5ecb6df9a0851aa031db5d4e7894,,,,,Cited by: 0,10.5220/0013374400003890,,,,133744.pdf
rayyan-394626759,FlexFL: Flexible and Effective Fault Localization With Open-Source Large Language Models,2025,"Localização de falhas (Fault Localization) para suporte a debugging e testes identificação de métodos defeituosos a partir de testes falhos, relatórios de bugs ou ambos apoio direto à atividade de análise de falhas em testes automatizados",LLMs open-source (principalmente Llama 3-8B-Instruct) também avaliado com Qwen2-7B-Instruct e Mistral-Nemo-12B-Instruct,"FlexFL, framework em duas fases com agentes LLM (Agent4SR e Agent4LR) + técnicas clássicas de FL (SBFL, IRFL, HybridFL) uso de ReAct + function calls simuladas","O sistema usa GenAI para reduzir o espaço de busca e depois refinar a localização de falhas, analisando código, testes falhos e bug reports suporta múltiplas fontes de informação e executa análise quase totalmente automática","Alta maturidade acadêmica avaliação extensa em Defects4J v1.0 e v2.0.0 omparação com SOTA (AutoFL, AgentFL, SBIR, Ochiai) métricas Top-1/3/5, MAP, MRR código e pacote de replicação públicos",Não executa testes nem corrige defeitos depende da qualidade dos testes/relatórios disponíveis desempenho ainda limitado pela capacidade do LLM base; falhas em bugs complexos ou ambíguos,O FlexFL supera as técnicas existentes de localização de falhas e pode localizar 93 bugs que não podem ser localizados por técnicas não baseadas em LLM” primeira abordagem de FL com LLMs de código aberto,,,IEEE Transactions on Software Engineering,,51,5,1455 - 1471,"Xu, Chuyang and Liu, Zhongxin and Ren, Xiaoxue and Zhang, Gehao and Liang, Ming and Lo, David",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000368545&doi=10.1109%2FTSE.2025.3553363&partnerID=40&md5=fb2b1f9a800980a644f4ff5a2d40e048,,,,,Cited by: 0,10.1109/TSE.2025.3553363,Computer debugging; Computer software selection and evaluation; Open source software; Outages; Pr...,,,FlexFL Flexible and Effective Fault Localization With Open-Source Large Language Models_0Qq.pdf
rayyan-394626764,Self-Collaboration Code Generation via ChatGPT,2024,Debugging localização de falhas análise de falhas em testes geração de testes unitários compreensão e explicação de código suporte geral a atividades de V&V,"LLMs proprietários e open-source (ex.: GPT-3.5/4, Codex, LLaMA) avaliados em zero-shot",Não propõe um framework específico uso de prompting direto e chain-of-thought como mecanismo cognitivo,"LLMs são usados como reasoners gerais para resolver tarefas de SE sem treinamento específico, incluindo explicar falhas, localizar defeitos a partir de código e gerar testes unitários simples",Estudo experimental amplo avaliação em múltiplos benchmarks de SE métricas de acurácia e sucesso por tarefa não há integração em pipelines reais de teste,Não há autonomia operacional tarefas são isoladas desempenho sensível a prompting ausência de integração contínua ou aprendizado incremental,“LLMs demonstrate strong zero-shot reasoning capabilities across a wide range of software engineering tasks” evidencia que LLMs podem apoiar testing mesmo sem fine-tuning,,,ACM Transactions on Software Engineering and Methodology,,33,7,,"Dong, Yihong and Jiang, Xue and Jin, Zhi and LI, Ge",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198255497&doi=10.1145%2F3672459&partnerID=40&md5=c103ee9b9813f3e4926767fd4a5695f6,,,,,Cited by: 50,10.1145/3672459,Benchmarking; Computer software selection and evaluation; Intelligent agents; Intelligent virtual...,,,2304.07590v3_qfq.pdf
rayyan-394626766,First Experiments on Automated Execution of Gherkin Test Specifications with Collaborating LLM Agents,2024,Execução automática de testes de aceitação (BDD) automação de testes baseados em Gherkin geração dinâmica de código de teste web exploração automática do SUT avaliação de resultados de execução,GPT-3.5-turbo-0125 GPT-4o,"AutoGen multi-agent framework com agentes colaborativos (Coordinator, Coder, Executor, Analyst) integrados a Playwright para testes web","A partir de cenários Gherkin (Given-When-Then), os agentes exploram autonomamente o sistema, geram scripts Python de teste, executam ações no navegador, analisam o HTML retornado e decidem próximos passos até concluir o cenário ou abortar","Work-in-progress / estudo experimental inicial avaliação empírica em 15 cenários Gherkin (simples, complexos e negativos) no sistema PetClinic; métricas detalhadas (taxa de sucesso, tempo, número de interações, tokens, exceções) comparação GPT-3.5 vs GPT-4o","Escala limitada forte dependência do modelo LLM problemas de hallucinação, especialmente em cenários negativos detecção de falhas ainda fraca custos elevados (GPT-4o) ausência de aprendizado persistente entre execuções","“LLM agent system is able to automatically run the given test scenarios by autonomously exploring the system under test, generating executable test code on the fly, and evaluating execution results” GPT-4o executou 100% dos cenários simples e complexos com sucesso",,,,,,,12 - 15,"Bergsmann, Severin and Schmidt, Alexander and Fischer, Stefan and Ramler, Rudolf",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207104093&doi=10.1145%2F3678719.3685692&partnerID=40&md5=96e8a10edaf283adc4a4c1910d96fd0e,,,,,Cited by: 1,10.1145/3678719.3685692,Autonomous agents; Intelligent agents; Model checking; Specification languages; Domains specific ...,,,3678719.3685692.pdf
rayyan-394626767,AutoCodeRover: Autonomous Program Improvement,2024,Atividades de Teste\tModelo GenAI\tFramework / Agente\tUtilização\tAvaliação / Maturidade\tLimitações\tNotas / Citações Localização de falhas (fault localization) validação baseada em testes suporte a depuração teste de regressão implícito via execução de suites existentes apoio indireto a program repair testing,GPT-4 (LLM comercial) modelo usado como agente de raciocínio e geração de patches,"AutoCodeRover – framework multiagente com: (i) agente de recuperação de contexto (AST-based code search), (ii) agente de geração de patch integração opcional com SBFL (Spectrum-Based Fault Localization)","Uso de LLMs para resolver issues reais do GitHub, combinando busca estruturada em AST, análise de issues em linguagem natural e execução de testes para validar patches testes existentes guiam localização de falhas e validação automática","Alta maturidade experimental ferramenta implementada, open-source, avaliada em larga escala (SWE-bench / SWE-bench-lite) métricas quantitativas (pass@1, pass@3, custo, tempo) comparada com Swe-agent e Devin",Dependência de testes existentes para melhor desempenho possibilidade de patches plausíveis mas incorretos (overfitting) dependência de modelo fechado (GPT-4) falhas quando issue não contém “hints” claros cobertura limitada quando não há suíte de testes,"“AutoCodeRover can leverage debugging techniques such as spectrum-based fault localization using tests” 19% de sucesso em SWE-bench-lite (pass@1), custo médio US$0.43; testes usados como oráculo de validação",,,,,,,1592 - 1604,"Zhang, Yuntong and Ruan, Haifeng and Fan, Zhiyu and Roychoudhury, Abhik",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203182652&doi=10.1145%2F3650212.3680384&partnerID=40&md5=310c02174e2875183e70cc48042048fa,,,,,Cited by: 27; All Open Access; Gold Open Access,10.1145/3650212.3680384,Computer debugging; Computer software maintenance; Computer software selection and evaluation; Co...,,,AutoCodeRover Autonomous Program Improvement_cga.pdf
rayyan-394626771,A New Generation of Intelligent Development Environments,2024,"Orquestração de Desenvolvimento e Testes (Development & Test Orchestration). O foco não é uma atividade isolada, mas a redefinição do papel do humano como ""Gerente"" que supervisiona agentes de IA que codificam e testam.","Conceitual (GenAI Agents em geral). O paper não se prende a um modelo específico (como GPT-4), mas assume o uso de LLMs capazes de raciocínio simbólico e geração de código.",Intelligent Development Environment (IDE 2.0). Propõe uma arquitetura onde o IDE deixa de ser um editor de texto e vira uma plataforma de comando para agentes. Integra tecnologias como Bosque Language (linguagem focada em verificação formal) e agentes autônomos.,"Programação Orientada a Intenção (Intent-Driven Programming): 1. O humano define a ""intenção"" ou especificação em alto nível. 2. Agentes de IA geram a implementação. 3. Ferramentas de Verificação Simbólica validam a correção (não apenas testes unitários, mas prova matemática de que o código faz o que a intenção pediu). 4. O IDE apresenta uma visualização estruturada (não apenas texto) para o humano aprovar.","Baixa (Proposta Visionária / Teórica). Não apresenta métricas de avaliação (F1-score, Coverage). É um paper de posição que argumenta sobre o futuro da engenharia de software baseada em IA. Baseia-se em princípios de linguagens formais e experiências prévias com ferramentas da Microsoft Research.","Determinismo: Critica a natureza não-determinística dos LLMs atuais (""alucinações""). Argumenta que para autonomia real, precisamos de Neuro-Symbolic AI (IA generativa + Verificação Lógica Rígida), pois LLMs sozinhos nunca serão confiáveis para sistemas críticos. Legado: A dificuldade de adaptar essa visão para bases de código legadas (Java/C++) que não foram desenhadas para serem facilmente analisadas por máquinas.","Autonomia vs. Confiabilidade: Esta é a citação chave para sua tese: ""We must move from probabilistic generation to provable correctness."" O autor argumenta que ""atualizações autônomas eficientes"" só serão possíveis quando o IDE puder provar que a alteração da IA não quebrou nada, sem depender apenas de rodar 1000 testes que podem ser falhos.",,,,,,,43 - 46,"Marron, Mark",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202433134&doi=10.1145%2F3643796.3648452&partnerID=40&md5=a3b21d5959d1802461780485e0036d84,,,,,Cited by: 0; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.1145/3643796.3648452,Computer debugging; Intelligent agents; Software testing; AI assisted programming; Automated tool...,,,2406.09577v1.pdf
rayyan-394626774,Coverage-based Strategies for the Automated Synthesis of Test Scenarios for Conversational Agents,2024,Geração de Cenários de Teste (Conversation Flow Testing) para Chatbots Orientados a Tarefas Definição de Critérios de Cobertura,N/A (Não utiliza GenAI) Utiliza algoritmos determinísticos de travessia de grafos e combinação de parâmetros,Asymob (Ferramenta baseada em Model-Driven Engineering). Integra-se com Botium para execução Usa a linguagem neutra CONGA,"A ferramenta faz a análise estática do desenho do chatbot (intents, fluxos) e sintetiza scripts de teste para o Botium garantindo critérios de cobertura (Path coverage, Intent coverage) Propõe estratégias de redução de testes (""Factoring"", ""Single-literal"") para otimizar o tempo de execução sem perder cobertura significativa","Acadêmica (AST 2024) Avaliado em 6 agentes open-source (Dialogflow e Rasa) A estratégia exaustiva garantiu 100% de cobertura e corretude (todos os testes passaram), superando a ferramenta industrial Botium Crawler s estratégias de redução diminuíram o tempo de execução em até 96%","Dependência do Modelo: Exige acesso à especificação interna do design do bot (White-box/Grey-box), não funcionando em caixa-preta pura sem conversão prévia. Escalabilidade: A estratégia exaustiva gera milhares de casos de teste, tornando a execução lenta (>6h)","Artigo de Controle/Baseline Útil para sua revisão como contraponto: mostra como gerar testes de forma autônoma sem IA, focando em métricas de cobertura rigorosas que muitas vezes faltam em abordagens com LLMs ""Test suite reduction is one of the open challenges... we propose strategies... oriented to test case reduction""",,,,,,,23 - 33,"Cañizares, Pablo C. and Ávila, Daniel and Perez-Soler, Sara and Guerra, Esther and Lara, Juan De",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196398493&doi=10.1145%2F3644032.3644456&partnerID=40&md5=1a07cb9731740db2bace5b78bda5d552,,,,,Cited by: 5; All Open Access; Gold Open Access,10.1145/3644032.3644456,Open source software; Software agents; Software testing; Automated synthesis; Chatbots; Conversat...,,,3644032.3644456.pdf
rayyan-394626779,Unit Test Generation Multi-Agent AI System for Enhancing Software Documentation and Code Coverage,2024,Geração de Testes Unitários e Geração de Documentação (User Stories). A abordagem conecta a documentação de requisitos (BDD) diretamente à criação do teste para garantir cobertura funcional.,"ChatGPT-4o-mini (OpenAI) O estudo escolheu explicitamente este modelo ""mini"" com temperatura zero para maximizar a eficiência de custo e determinismo.","AutoGen (Microsoft). Arquitetura ""Triple-Agent"" composta por: 1. User Story Writer Agent: Cria cenários Gherkin. 2. Unit Test Writer Agent: Escreve o código de teste (Python unittest) baseado nas stories. 3. Code Executor Agent: Roda os testes num ambiente seguro e fornece o traceback de erro como feedback","Fluxo BDD com Feedback Loop: Diferente de gerar o teste direto do código (""Code-to-Test""), o sistema faz: Code -> User Story (BDD) -> Unit Test. A inclusão da etapa intermediária de User Stories obriga o modelo a ""explicar"" o comportamento antes de testar, ajudando a identificar edge cases (casos de borda). Se o teste falha na execução, o Unit Test Agent recebe o erro e corrige o código autonomamente.",Maturidade Acadêmica (Experimento em Dataset Padrão). Cenário: 100 problemas do dataset MBPP (Mostly Basic Python Problems) que tinham baixa cobertura. Resultados: A Cobertura de Ramos (Branch Coverage) média subiu de 67% para 83%. A taxa de sucesso (Pass Rate) dos testes gerados foi de 85% .,"Eficiência: Custo total de menos de $0.20 USD para gerar testes para 100 programas, executando em menos de 5 minutos. Confiabilidade (Pass Rate < 100%): 15% dos testes falharam ou geraram erros (incluindo um caso de loop infinito). Complexidade do Dataset: O MBPP contém problemas simples/algorítmicos. O artigo não avaliou o desempenho em sistemas corporativos complexos com dependências externas. Ausência de Humano: A falta de supervisão humana impediu a correção de erros sutis onde o modelo ""confundiu funções built-in""","Eficiência vs. Custo: Este artigo é a melhor evidência para sua tese de que ""Eficiência"" não exige supercomputadores. Com uma arquitetura inteligente (Agentes + BDD), modelos low-cost superam a geração de testes simples. Autonomia de Correção: O feedback loop autônomo corrigiu a maioria dos erros sintáticos sem intervenção humana, demonstrando Self-Healing em tempo de desenvolvimento.",,,,,,,,"Stojanovic, Dimitrije and Pavković, Bogdan and Četić, Nenad B. and Krunić, Momčilo V. and Vidakovic, Luka",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216854650&doi=10.1109%2FTELFOR63250.2024.10819096&partnerID=40&md5=590d88c939c87c1b052534a891819d4c,,,,,Cited by: 1,10.1109/TELFOR63250.2024.10819096,Distribution transformers; Electric transformer testing; Model checking; Problem oriented languag...,,,Unit_Test_Generation_Multi-Agent_AI_System_for_Enhancing_Software_Documentation_and_Code_Coverage.pdf
rayyan-394626782,Automated test generation to evaluate tool-augmented LLMs as conversational AI agents,2024,Pipeline de geração de testes Geração de cenários usando gráficos intermediários Estudo de ablação Teste funcional usando conjunto de dados ALMITA Benchmarking,GPT-4 GPT4-o Claude3-sonnet Mistral-NeMo-Instruct Llama3.1-8b-Instruct,"O artigo propõe uma estrutura para gerar conjuntos de dados de avaliação para LLMs aumentados por ferramentas como agentes de IA conversacionais, usando estruturas gráficas intermediárias para melhorar a qualidade e a abrangência dos testes. Ele não especifica uma estrutura de software ou arquitetura de agente específica como LangChain, LangGraph ou AutoGen.",Customer Support,"Método de avaliação: Benchmarking de vários LLMs no conjunto de dados ALMITA, avaliando o desempenho em cenários de suporte ao cliente. Dimensões avaliadas: Recuperação de resposta, resposta correta, recuperação de API, API correta, parâmetros de API corretos, correção de teste e correção de conversação. Principais descobertas: Os LLMs têm bom desempenho em interações individuais, mas têm dificuldades com conversas completas. Limitação destacada: Os LLMs atuais têm dificuldade em manter conversas corretas durante as interações do usuário.",Falta de avaliação quantitativa da diversidade de testes. Número limitado de anotações humanas. Uso de um único LLM (GPT-4) para geração de testes. Avaliação de vários LLMs usando um único prompt. As métricas podem ser muito rígidas. Necessidade de métricas conversacionais mais avançadas para lidar com variações de resposta.,"O estudo apresenta um novo método para gerar conjuntos de dados de avaliação para LLMs aumentados por ferramentas como agentes de IA conversacional, destacando que, embora esses modelos tenham bom desempenho em interações únicas, eles têm dificuldade em lidar com conversas completas.",,,,,,,54 - 68,"Arcadinho, Samuel and Aparício, David and Almeida, Mariana S.C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216591803&partnerID=40&md5=eeb0044155d867548dffcb3f87a276bb,,,,,Cited by: 0,,Automatic test pattern generation; Computational linguistics; Am generals; Automated test generat...,,,Automated test generation to evaluate tool-augmented LLMs as conversational AI agents_ZLU.pdf
