key,title,year,month,day,ReviewData,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5
rayyan-394626741,"5th International Conference on Data Science and Applications, ICDSA 2024",2025,,,Lecture Notes in Networks and Systems,,1237,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006747399&partnerID=40&md5=c6a5c740e17dd083d43565d8d0bc1c89,,,,"The proceedings contain 40 papers. The special focus in this conference is on Data Science and Applications. The topics include: Persistence and Fixed Autoregression Models for Time-Series Prediction of Net Asset Value (NAV) of Savings Fund; Emoji-RoBERTa: A Contextual Emoji Representation for Hate Speech Detection; Software Bugs Classification Using SVM, RF, DT Algorithms; Ascend.AI Building Confidence Through Technology: A Technical Exploration of Facial Expression, Tone, and Pitch Analysis with Chatbot Guidance; Transformer Generative AI Model for Enhanced Molecular Property Prediction; compaction and Restoration of the S-Transform Based on N-Fold Redundancy; deep Learning-Based Electric Vehicle Charging Load Prediction: A Comparative Study; a Comparative Analysis of Quantum Programming Bug Detection Tools; DWMS-HGR: 1D CNN for Hand Gesture Recognition on Normalized sEMG Signals with Sliding Window; secured File-Sharing: Hybrid Encryption and Network Theory for Enhanced Privacy; kernel Density Estimation Based Clustering for Visual Walking Stick Detection in Human-Robot Coexisting Environments; optimizing Battery Efficiency: Design and Implementation of a Fuzzy Logic Based Controller for Hybrid Energy Storage System in Electric Vehicles; guardians of Truth: Advancing Deepfake Detection with Transparency and Insight; enhancing Agricultural Price Forecasting with Time Series Models: A Case Study on Tomato Markets; hybrid Approach Using Deep Learning Techniques to Enhance Forecasting Accuracy in Garch Model; mitigating Model Poisoning Attacks in Federated Learning: A Comprehensive Approach; a Volterra Equalizer for Compensation of Nonlinear Phase Noise and Frequency Offset in 100 Giga-Baud Fiber System; Protein Secondary Structure Prediction Using Hybrid CNN with Attention Mechanism; non-invasive Measurement of HbA1C Using Spectroscopic Method; NLP Inspired Bayesian-Optimized Random Forest Classifier for Adverse Drug Events Prediction; DAPC: Decomposed Action Prediction for Cooperative Exploration in Multi-agent System. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,,,,,,,,
rayyan-394626742,"Future of Information and Communication Conference, FICC 2025",2025,,,Lecture Notes in Networks and Systems,,1285,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006408966&partnerID=40&md5=35cf2258f93e2fc95a548566acc97dad,,,,"The proceedings contain 138 papers. The special focus in this conference is on Future of Information and Communication. The topics include: Robots in Healthcare: Measuring Acceptance of Professional Caregivers Towards Finding Key Requirements for System Design; a Human-Centric Architecture for Natural Interaction with Organizational Systems; industrial Metaverse for Smart Manufacturing: Ecosystem Architecture and Applications; centralised Graph-Based Collision-Free Air Traffic Management Approach for Autonomous Aerial Vehicle Navigation; phytoNode Upgraded: Energy-Efficient Long-Term Environmental Monitoring Using Phytosensing; evaluating the Socio-Economic Impacts of Hyperloop Technology Through the Lens of Labour Market: A Focus on Intelligent Transportation, Case of Latvia; Human-In-The-Loop Reasoning for Traffic Sign Detection: Collaborative Approach YOLO with Video-LLaVA; Reasoning with Generative AI; “Model Cards for Model Reporting” in 2024: Reclassifying Category of Ethical Considerations in Terms of Trustworthiness and Risk Management; robotic Process Automation in Software Testing: Challenges and Open Research Directions; chatbot Personas as a Gateway to Enhanced Learning Experiences; is It Time to Start Taking the Concept of a Holodeck Seriously?; agent for Machine Learning: A Text-to-Model (T2M) Approach; The Theory of Cybernetics for Managing Human-AI Interactions: A Framework for AI Management; steering Toward Trustworthiness: A Speech-Act Theory Perspective on Building Trust in Language Models for Autonomous Vehicle Applications; fingerprint Synthesis from Diffusion Models and Generative Adversarial Networks; Easy Problems that LLMs Get Wrong; socratic Dialogue with Generative Artificial Intelligence: Where is the Future?; Vectoring Languages: A High-Dimensional Perspective of Language to Bridge the Gap Between Philosophy and AI Science; The Elephant in the Room: Why AI Safety Demands Diverse Teams; exploring Foundation Model Fusion Effectiveness and Explainability for Stylistic Analysis of Emotional Podcast Data; machine Learning Enabled Earthquake Classification with Real Time Monitoring and Alert System. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,,,,,,,,
rayyan-394626743,Customer - Software Agent Negotiations Using Large Language Model: An Experimental Study,2025,,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,4357 - 4362,"Vahidov, Rustam M. and Carbonneau, Réal André",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005146819&doi=10.24251%2Fhicss.2025.522&partnerID=40&md5=7b0e405626c80fd394e703b310dea79d,,,,"Large Language Models (LLMs) present remarkable opportunities for researchers and professionals to improve the effectiveness of software agents acting on companies' behalf. A particularly promising application is using LLMs to negotiate deals with potential customers. This paper proposes integrating negotiation models with LLM capabilities to generate textual offers in machine-human negotiations. It builds on an assumption that LLMs demonstrate emotional intelligence in their interactions with humans, positively influencing negotiation outcomes and human perceptions. The work introduces a prototype agent application based on a phone plan sales scenario. An experiment with human participants tested the performance of the LLM-powered negotiation agent against a version without LLM. The results indicate that the LLM-enhanced software agent reached agreements with better prices. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""} | RAYYAN-EXCLUSION-REASONS: EC3,EC6",10.24251/hicss.2025.522,Application programs; Emotional intelligence; Intelligent agents; Mobile agents; Software prototy...,,,,,,,
rayyan-394626744,A Review of Reasoning in Artificial Agents using Large Language Models,2025,,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,1390 - 1399,"Naidu, Nagraj and El-Gayar, Omar F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005144638&doi=10.24251%2Fhicss.2025.168&partnerID=40&md5=f47513ca1c1ddc80ffc230543914290a,,,,"The increasing sophistication and the use of large language models (LLMs) in artificial agents highlights the need to investigate their reasoning capabilities and limitations. Understanding these aspects is crucial, given the integral role of reasoning in decision-making processes, which are central to a software or embodied agent. This research paper presents a systematic review of the topic. We review the literature by selecting and analyzing highly cited papers using both PRISMA and snowballing. The gathered literature is categorized using a detailed framework of facets and categories. In the results section, we elaborate on our findings and illustrate the mapping through bubble chart visualizations. The paper concludes by highlighting research gaps and suggesting directions for future studies. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""} | USER-NOTES: {""Nicolas""=>[""secundario""]}",10.24251/hicss.2025.168,Decision making; Modeling languages; Software testing; Artificial agents; Decision-making process...,,,,,,,
rayyan-394626745,Unified Search for Multi-requirement Falsification for Cyber-Physical Systems,2025,,,,,,,235 - 243,"Winsten, Jesper and Porres, Ivan",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004735517&doi=10.1109%2FICSTW64639.2025.10962525&partnerID=40&md5=3cdc9a0aa443ec48e7f8595247719be0,,,,"This paper addresses the challenge of efficiently falsifying multiple requirements in cyber-physical systems (CPSs). Traditional falsification approaches typically evaluate requirements sequentially, leading to redundant computations and decreased efficiency. We present Multi-Requirement Unified Search (MRUS), an algorithm that evaluates all requirements simultaneously using conjunctive Signal Temporal Logic (STL) formulas. MRUS combines an Online Generative Adversarial Network (OGAN) for test case generation with a unified search algorithm to evaluate multiple requirements conjunctively. The performance of the algorithm was evaluated using the ARCH-COMP 2024 falsification competition as a benchmark suite. The results demonstrate that MRUS achieves a high Falsification Rate (FR) across all benchmarks while requiring a small number of total execution counts to find falsifying inputs. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.1109/ICSTW64639.2025.10962525,Embedded systems; Intelligent systems; Multi agent systems; Temporal logic; Adversarial networks;...,,,,,,,
rayyan-394626746,Adaptive Test Healing using LLM/GPT and Reinforcement Learning,2025,,,,,,,9 - 16,"Mani, Nariman and Attaranasl, Salma",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004735212&doi=10.1109%2FICSTW64639.2025.10962516&partnerID=40&md5=b70259ee11a7c7ada5d2d2cab21e9645,,,,"Flaky tests disrupt software development pipelines by producing inconsistent results, undermining reliability and efficiency. This paper introduces a hybrid framework for adaptive test healing, combining Large Language Models (LLMs) like GPT with Reinforcement Learning (RL) to address test flakiness dynamically. LLMs analyze test logs to classify failures and extract contextual insights, while the RL agent learns optimal strategies for test retries, parameter tuning, and environment resets. Experimental results demonstrate the framework's effectiveness in reducing flakiness and improving CI/CD pipeline stability, outperforming traditional approaches. This work paves the way for scalable, intelligent test automation in dynamic development environments. © 2025 Elsevier B.V., All rights reserved.","Cited by: 1 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""} | USER-NOTES: {""Nicolas""=>[""testes deterministicos""]}",10.1109/ICSTW64639.2025.10962516,C (programming language); Computer operating systems; Computer software selection and evaluation;...,,,,,,,
rayyan-394626747,Fault Detection in Transmission Lines via Transfer Functions Based on Multi-Agent Reinforcement Learning,2025,,,,,,,,"Bittla, Srinivasa Rao and Riadhusin, Raami and Malathi, M. and Nethravathi, T. L. and Aravindh, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004731816&doi=10.1109%2FICICACS65178.2025.10968991&partnerID=40&md5=c613f8b07d07dd45aa108906bbddd4f5,,,,"In recent years, fault detection addresses high-impedance faults in transmission lines which is crucial for creating reliability and safety in distributed system. The improvements in power system fault detection have employed intelligent techniques like Deep Learning (DL) and Reinforcement Learning (RL) models to improve accuracy and reliability. The existing methods struggled with exact fault detection under varying fault conditions such as changing network topologies, high impedance, and power swings. This research proposed a Multi-Agent Reinforcement Learning (MARL) framework integrated with Transfer Function (TF) analysis to convert the voltage and current signals into the frequency domain, capturing changes caused by faults. The features are extracted through Convolution Neural Network (CNN) to learn automatically and extract complex patterns from TF, and effective detection of faults. MARL employs multiple agents distributed across the power network for detecting and localizing faults through independent learning and decision-making, improving accuracy, adaptability in fault detection tasks. Finally, results of proposed MARL frame work shows that fault detection achieved high performance better outcomes compared to existing Conditional Tabular Generative Adversarial Network (CTGAN) in terms of precision, recall and F1 score by achieving 0.95%, 0.85% and 0.88% respectively. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3,EC6",10.1109/ICICACS65178.2025.10968991,Convolutional neural networks; Deep learning; Frequency domain analysis; Generative adversarial n...,,,,,,,
rayyan-394626748,Electronic cleansing in CT colonography using denoising diffusion probabilistic models,2025,,,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,,13411,,,"Tachibana, Rie and Näppi, Janne Johannes and Hironaka, Toru and Okamoto, Masaki and Yoshida, Hiroyuki",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004731731&doi=10.1117%2F12.3046498&partnerID=40&md5=76fed659e7fffb811a10326e4ff8dc99,,,,"Colon cancer is one of the most common cancers. CT colonography (CTC) has been shown to provide a safe and accurate colon examination for cancers. A CTC examination uses orally administered contrast agents to enhance retained fluid and feces for their virtual subtraction from the CTC images of the colon. In this study, we developed a new electronic cleansing (EC) scheme for CTC using a denoising diffusion probabilistic model (DDPM). The model was trained by using CT image volumes of an anthropomorphic colon phantom that was filled partially with contrast-enhanced foodstuff to simulate a CTC examination. After training, the denoising module of the DDPM model makes use of pure noise to convert an uncleansed fecal-tagging input CTC image volume into the corresponding EC image volume. The quality of the EC images was tested visually with three clinical CTC test cases and quantitatively using a phantom test set of 100 unseen samples, with comparison to our previous EC scheme based on a 3D generative adversarial network (GAN). Our preliminary results show that the DDPM-based EC scheme outperforms the 3D GAN-based EC scheme in terms of the image quality of EC. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.1117/12.3046498,Photointerpretation; CT colonography; De-noising; Deep learning; Electronic cleansing; Generative...,,,,,,,
rayyan-394626749,Coding Agents: A Comprehensive Survey of Automated Bug Fixing Systems and Benchmarks,2025,,,,,,,680 - 686,"Puvvadi, Meghana and Kumar, Arava Sai and Santoria, Adarsh and Chennupati, Sesha Sai Prasanna and Puvvadi, Harsha Vardhan",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004557703&doi=10.1109%2FCSNT64827.2025.10968728&partnerID=40&md5=27ca8232ba7f865a558fab9d05da910c,,,,"One of the trickiest problems in software engineering is automating software issue fixes, which calls for a thorough comprehension of contextual relationships, code semantics, and dynamic debugging techniques. The development of automatic program repair (APR) is examined in this survey, which traces a path from early template and constraint-based approaches to more recent developments powered by large language models (LLMs). Three main paradigms are compared here: retrieval-augmented approaches that integrate external knowledge sources, agent-based systems that use multi-agent frameworks, and agentless systems that use simplified repair pipelines. Real-world benchmarks that mimic actual engineering workflows and repository-level difficulties, such as SWE-bench, CODEAGENT-BENCH, and CodeRAG-Bench, are used to assess these cutting-edge technologies. This study demonstrates how agentic, agentless, and retrieval- augmented systems use LLMs to achieve previously unheard- of precision and scalability by following the shift from localized, single-file solutions to solving complicated, multi-file, and repository-wide difficulties. According to our findings, while complex agent architectures have potential, straightforward test- time scaling frequently produces better outcomes, especially when paired with containerized environments that allow for parallel exploration. Additionally, the survey looks at industrial applications, emphasizing effective connections with quality assurance and DevOps procedures. In order to further the development of more resilient and flexible APR frameworks that blend in perfectly with contemporary software engineering practices, we conclude by highlighting important issues in context handling and validation and suggesting future research directions in improved contextual models, human-AI collaboration, and multi-modal debugging systems. © 2025 Elsevier B.V., All rights reserved.","Cited by: 2 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""} | USER-NOTES: {""Nicolas""=>[""survey, secundario ?""]}",10.1109/CSNT64827.2025.10968728,Application programs; Autonomous agents; Computer aided software engineering; Computer operating ...,,,,,,,
rayyan-394626750,"27th RoboCup International Symposium, 2024",2025,,,Lecture Notes in Computer Science,,15570,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003879183&partnerID=40&md5=0bd24fa6643321568a8992228a861ab9,,,,"The proceedings contain 46 papers. The special focus in this conference is on RoboCup. The topics include: Using Off-the-Shelf Deep Neural Networks for Position-Based Visual Servoing; deep Learning Based Measurement Model for Monte Carlo Localization in the RoboCup Humanoid League; semantic Path Planning for Heterogeneous Robots from Building Digital Twin Data; planning the Path with Reinforcement Learning: Optimal Robot Motion Planning in RoboCup Small Size League Environments; holes and Clashes in Simulated Soccer: When a Real-Time Simulation System Meets Compute-Hungry Agents; lightweight Real-Time Gesture Recognition for Dynamic Soccer Referee Signals; Quantized Neural Networks for Ball Detection on the NAO Robot: An Optimized Implementation; Decision Tree-Like Dynamic Conditional Stand-Up Routines for NAO Robots; a Mental Simulation Based Decision-Making Algorithm for the RoboCupSoccer Goalkeeper; analysis of the Introduction Trajectory Planning in Control Applied in Small Size League Robots; cross Language Soccer Framework: An Open Source Framework for the RoboCup 2D Soccer Simulation; position and Altitude of the Nao Camera Head from Two Points on the Soccer Field Plus the Gravitational Direction; LLCoach: Generating Robot Soccer Plans Using Multi-role Large Language Models; Introduction of Automated Testing and Continuous Metrics & KPI Monitoring in Student-Driven Projects: a Use Case; proposal of a Method for Acquiring Characteristics of Large-Diameter Solenoids; on Graph Reduction in Consensus Control of Multi-agent Systems: A Preliminary Study; Enhancing Autonomous Vehicle Control Through Sensor Fusion, NARX-Based Reinforcement Learning with Soft Actor-Critic (SAC) in CARLA Simulator; digital Environment Description and Reconstruction Using Panoptic Segmentation; efficient Sequence Model for Early Fall Detection of Humanoid Robots; Steam Deck: A Handheld ROS 2 Based Rescue Robot Controller; planning Robot Placement for Object Grasping; automated Game Statistics for the RoboCup Standard Platform League; a Light-Weighted Event-Based Simulation for the RoboCup Logistics League; event-Based Vision for Robot Soccer; soS: A Semi-Synthetic RoboCup Soccer Dataset for Visual Segmentation; Hibikino-Musashi@Home RoboCup@Home DSPL Champion 2024. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,,,,,,,,
rayyan-394626751,Experimental demonstration of local AI-Agents for lifecycle management and control automation of optical networks,2025,,,Journal of Optical Communications and Networking,,17,8,C82 - C92,"Sun, Chenyu and Yang, Xin and Di Cicco, Nicola and Ayassi, Reda and Virajit Garbhapu, Venkata and Stavrou, Photios A. and Tornatore, Massimo and Charlet, Gabriel and Pointurier, Yvan",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003809756&doi=10.1364%2FJOCN.550286&partnerID=40&md5=fb321af47614f17a450053bf3cd60264,,,,"This paper presents an innovative approach to automating the full lifecycle management of optical networks using locally fine-tuned large language models (LLMs) and digital twin technologies. We experimentally demonstrate the integration of generative AI and digital twins to create powerful AI-Agents capable of handling the design, deployment, maintenance, and upgrade phases in the lifecycle of optical networks. By deploying and fine-tuning LLMs locally, our framework eliminates the need for public cloud services, thereby ensuring data privacy and security. The experimental setup includes a commercial-product-based testbed with eight optical multiplex sections in the C-band, showcasing the effectiveness of the AI-Agents in various automation tasks, such as API-calling for service establishment and periodic power equalization, as well as log analysis for troubleshooting. The results highlight significant improvements in operational accuracy and efficiency, underscoring the feasibility of this approach in real-world scenarios. This work represents a significant advancement toward intent-based networking, showcasing the transformative potential of AI in automating and optimizing optical network operations. © 2025 Elsevier B.V., All rights reserved.","Cited by: 3 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.1364/JOCN.550286,Control automation; Experimental demonstrations; Fine tuning; Innovative approaches; Language mod...,,,,,,,
rayyan-394626752,Multi-Agent hierarchical workflow for autonomous code generation with Large Language Models,2025,,,,,,,,"Akilesh, S. and Sekar, Rajeev and Om Kumar, C. U. and Prakalya, D. and Suguna, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002712410&doi=10.1109%2FSCEECS64059.2025.10940635&partnerID=40&md5=82551e1af9a6048e627580f4f80faab8,,,,"This paper presents a multi-agent hierarchical workflow tailored for automating data analysis, code generation, and visualization, focusing specifically on user-provided CSV datasets. The workflow integrates AlphaCodium with LangChain, LangGraph, and GPT, enabling autonomous code generation, unit test development, and debugging. The system operates by analyzing the uploaded dataset, assigning agents that work sequentially: a programmer agent generates code using the Skeleton-Of-Code approach, a unit test agent verifies the code, and an executor agent runs the code. A debugging agent is also included to identify and resolve any issues. The AI agents involved are capable of dynamically accessing online resources, including documentation and references to enhance their decision-making processes. This work attempts to exemplify the application of AI in automating not only code execution but also the planning and validation stages by writing unit tests in the software development process to reflect the increasing role of AI in advancing automation for rapid code generation within the software industry. © 2025 Elsevier B.V., All rights reserved.","Cited by: 1 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""}",10.1109/SCEECS64059.2025.10940635,Ada (programming language); Application programs; Autonomous agents; C (programming language); Co...,,,,,,,
rayyan-394626753,GRLfuzz: Gan-Powered Fuzzing Based on Deep Reinforcement Learning,2025,,,Lecture Notes on Data Engineering and Communications Technologies,,243,,88 - 97,"Zhang, Yuan and Cui, Baojiang and Chen, Chen",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002469417&doi=10.1007%2F978-3-031-86149-9_9&partnerID=40&md5=e555d4bdfbe365a75f2c256e1083a54a,,,,"Nowadays, more and more fuzzing techniques are being combined with deep learning, especially reinforcement learning. While reinforcement learning makes the mutation algorithm in fuzzing smarter, it still remain blind because of the lack of input format information. Meanwhile, traditional fuzzing often selects the mutation seed randomly or sequentially, which makes it hard to concentrate on more valuable seeds. As a result, it is challenging to achieve higher code coverage. To mitigate these problems, this paper proposes a new fuzzer named GRLfuzz, a gan-powered fuzzing based on deep reinforcement learning. We use generative adversarial networks to learn the format structures in seeds and then provide high-quality seeds. We add seed selection to the action space of reinforcement learning so that the agent can learn from the execution of historical seeds and prioritize the use of seed with higher coverage. The seeds selected from the agent with higher rewards are re-fed into the generative adversarial networks to further generate seeds that are more capable of triggering higher reward. Experimental results show that GRLfuzz outperforms AFL on format-specific programs with 81% to 145% better coverage and better Test Case Recept Rate. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3,EC6",10.1007/978-3-031-86149-9_9,Adversarial machine learning; Contrastive Learning; Federated learning; Generative adversarial ne...,,,,,,,
rayyan-394626754,Using LLM-Based Deep Reinforcement Learning Agents to Detect Bugs in Web Applications,2025,,,International Conference on Agents and Artificial Intelligence,,3,,1001 - 1008,"Sakai, Yuki and Tahara, Yasuyuki and Ohsuga, Akihiko and Sei, Yuichi",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001979448&doi=10.5220%2F0013248800003890&partnerID=40&md5=e11343925c0bfbc45c2e1839fd45504a,,,,"This paper presents an approach to automate black-box GUI testing for web applications by integrating deep reinforcement learning (DRL) with large language models (LLMs). Traditional GUI testing is often inefficient and costly due to the difficulty in generating comprehensive test scenarios. While DRL has shown potential in automating exploratory testing by leveraging GUI interaction data, such data is browser-dependent and not always accessible in web applications. To address this challenge, we propose using LLMs to infer interaction information directly from HTML code, incorporating these inferences into the DRL’s state representation. We hypothesize that combining the inferential capabilities of LLMs with the robustness of DRL can match the accuracy of methods relying on direct data collection. Through experiments, we demonstrate that LLM-inferred interaction information effectively substitutes for direct data, enhancing both the efficiency and accuracy of automated GUI testing. Our results indicate that this approach not only streamlines GUI testing for web applications but also has broader implications for domains where direct state information is hard to obtain. The study suggests that integrating LLMs with DRL offers a promising path toward more efficient and scalable automation in GUI testing. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""} | USER-NOTES: {""Nicolas""=>[""Test gui web""]}",10.5220/0013248800003890,,,,,,,,
rayyan-394626755,Investigating Answer Validation Using Noise Identification and Classification in Goal-Oriented Dialogues,2025,,,International Conference on Agents and Artificial Intelligence,,2,,658 - 669,"Mirabi, Sara and Ofoghi, Bahadorreza and Yearwood, John L. and Mollá-Aliod, Diego and Mak-Hau, Vicky H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001695655&doi=10.5220%2F0013304000003890&partnerID=40&md5=2204eccb956ee00463dd77cc58d055fb,,,,"Goal-oriented conversational systems based on large language models (LLMs) provide the potential capability to gather the necessary requirements for solving tasks or developing solutions. However, in real-world scenarios, non-expert users may respond incorrectly to dialogue questions, which can impede the system’s effectiveness in eliciting accurate information. This paper presents a novel approach to detecting and categorizing noisy answers in goal-oriented conversations, with a focus on modeling linear programming problems. Using a current LLM, Gemini, we develop multi-agent synthetic conversations based on problem statements from the benchmark optimization modeling dataset NL4Opt to generate dialogues in the presence of noisy answers too. Our experiments show the LLM is not sufficiently equipped with the capabilities to detect noisy answers and hence, in almost 59% of the cases where there is a noisy answer, the LLM continues with the conversation without any attempts at resolving the noise. Thus, we also propose a two-step answer validation method for the identification and classification of noisy answers. Our findings demonstrate that while some LLM and non-LLM-based models perform well in detecting answer inaccuracies, there is a need for further improvements in classifying noisy answers into fine-grained stress types. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.5220/0013304000003890,,,,,,,,
rayyan-394626756,Agentic AI for Behavior-Driven Development Testing Using Large Language Models,2025,,,International Conference on Agents and Artificial Intelligence,,2,,805 - 815,"Päduraru, Ciprian Ionut and Zavelca, Miruna and Ştefǎnescu, Alin",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001687420&doi=10.5220%2F0013374400003890&partnerID=40&md5=9a5f5ecb6df9a0851aa031db5d4e7894,,,,"Behavior-driven development (BDD) testing significantly improves communication and collaboration between developers, testers and business stakeholders, and ensures that software functionality meets business requirements. However, the benefits of BDD are often overshadowed by the complexity of writing test cases, making it difficult for non-technical stakeholders. To address this challenge, we propose BDDTestAIGen, a framework that uses Large Language Models (LLMs), Natural Language Processing (NLP) techniques, human-in-theloop and Agentic AI methods to automate BDD test creation. This approach aims to reduce manual effort and effectively involve all project stakeholders. By fine-tuning an open-source LLM, we improve domain-specific customization, data privacy and cost efficiency. Our research shows that small models provide a balance between computational efficiency and ease of use. Contributions include the innovative integration of NLP and LLMs into BDD test automation, an adaptable open-source framework, evaluation against industry-relevant scenarios, and a discussion of the limitations, challenges and future directions in this area. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""} | USER-NOTES: {""Nicolas""=>[""Agent bdd""]}",10.5220/0013374400003890,,,,,,,,
rayyan-394626759,FlexFL: Flexible and Effective Fault Localization With Open-Source Large Language Models,2025,,,IEEE Transactions on Software Engineering,,51,5,1455 - 1471,"Xu, Chuyang and Liu, Zhongxin and Ren, Xiaoxue and Zhang, Gehao and Liang, Ming and Lo, David",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000368545&doi=10.1109%2FTSE.2025.3553363&partnerID=40&md5=fb2b1f9a800980a644f4ff5a2d40e048,,,,"Fault localization (FL) targets identifying bug locations within a software system, which can enhance debugging efficiency and improve software quality. Due to the impressive code comprehension ability of Large Language Models (LLMs), a few studies have proposed to leverage LLMs to locate bugs, i.e., LLM-based FL, and demonstrated promising performance. However, first, these methods are limited in flexibility. They rely on bug-triggering test cases to perform FL and cannot make use of other available bug-related information, e.g., bug reports. Second, they are built upon proprietary LLMs, which are, although powerful, confronted with risks in data privacy. To address these limitations, we propose a novel LLM-based FL framework named FlexFL, which can flexibly leverage different types of bug-related information and effectively work with open-source LLMs. FlexFL is composed of two stages. In the first stage, FlexFL reduces the search space of buggy code using state-of-the-art FL techniques of different families and provides a candidate list of bug-related methods. In the second stage, FlexFL leverages LLMs to delve deeper to double-check the code snippets of methods suggested by the first stage and refine fault localization results. In each stage, FlexFL constructs agents based on open-source LLMs, which share the same pipeline that does not postulate any type of bug-related information and can interact with function calls without the out-of-the-box capability. Extensive experimental results on Defects4J demonstrate that FlexFL outperforms the baselines and can work with different open-source LLMs. Specifically, FlexFL with a lightweight open-source LLM Llama3-8B can locate 42 and 63 more bugs than two state-of-the-art LLM-based FL approaches AutoFL and AgentFL that both use GPT-3.5. In addition, FlexFL can localize 93 bugs that cannot be localized by non-LLM-based FL techniques at the top 1. Furthermore, to mitigate potential data contamination, we conduct experiments on a dataset which Llama3-8B has not seen before, and the evaluation results show that FlexFL can also achieve good performance. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""}",10.1109/TSE.2025.3553363,Computer debugging; Computer software selection and evaluation; Open source software; Outages; Pr...,,,,,,,
