Coluna 1,type_of_reference,authors,title,year,secondary_title,volume,start_page,end_page,doi,urls,abstract,keywords,type_of_work,name_of_database,notes,custom7,number,short_title,asreview_label,asreview_time,asreview_note
138,JOUR,"['Yu, X.', 'Liu, L.', 'Hu, X.', 'Keung, J.W.', 'Liu, J.', 'Xia, X.']",Fight Fire With Fire: How Much Can We Trust ChatGPT on Source Code-Related Tasks?,2024,IEEE Transactions on Software Engineering,50,3435,3453,10.1109/TSE.2024.3492204,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208721822&doi=10.1109%2FTSE.2024.3492204&partnerID=40&md5=11df2cbefd5bdd1d5eed10afaaccef29'],"With the increasing utilization of large language models such as ChatGPT during software development, it has become crucial to verify the quality of code content it generates. Recent studies proposed utilizing ChatGPT as both a developer and tester for multi-agent collaborative software development. The multi-agent collaboration empowers ChatGPT to produce test reports for its generated code, enabling it to self-verify the code content and fix bugs based on these reports. However, these studies did not assess the effectiveness of the generated test reports in validating the code. Therefore, we conduct a comprehensive empirical investigation to evaluate ChatGPT's self-verification capability in code generation, code completion, and program repair. We request ChatGPT to (1) generate correct code and then self-verify its correctness; (2) complete code without vulnerabilities and then self-verify for the presence of vulnerabilities; and (3) repair buggy code and then self-verify whether the bugs are resolved. Our findings on two code generation datasets, one code completion dataset, and two program repair datasets reveal the following observations: (1) ChatGPT often erroneously predicts its generated incorrect code as correct, its vulnerable completed code as non-vulnerable, and its failed program repairs as successful during its self-verification. (2) The self-contradictory hallucinations in ChatGPT's behavior arise: (a) ChatGPT initially generates code that it believes to be correct but later predicts it to be incorrect; (b) ChatGPT initially generates code completions that it deems secure but later predicts them to be vulnerable; (c) ChatGPT initially outputs code that it considers successfully repaired but later predicts it to be buggy during its self-verification. (3) The self-verification capability of ChatGPT can be enhanced by asking the guiding question, which queries whether ChatGPT agrees with assertions about incorrectly generated or repaired code and vulnerabilities in completed code. (4) Using test reports generated by ChatGPT can identify more vulnerabilities in completed code, but the explanations for incorrectly generated code and failed repairs are mostly inaccurate in the test reports. Based on these findings, we provide implications for further research or development using ChatGPT. © 2024 Elsevier B.V., All rights reserved.","['ChatGPT', 'code completion', 'code generation', 'Empirical study', 'program repair', 'self-verification', 'C (programming language)', 'Chatbots', 'Computer debugging', 'Computer software maintenance', 'Computer software selection and evaluation', 'Intelligent agents', 'Multiprocessing programs', 'Problem oriented languages', 'Program debugging', 'Software testing', 'Verification', 'ChatGPT', 'Code completions', 'Codegeneration', 'Empirical studies', 'Language model', 'Multi agent', 'Program repair', 'Self-verification', 'Source codes', 'Test reports', 'Software design']",Article,Scopus,['Export Date: 30 October 2025; Cited By: 2'],,12,,1,2025-11-26 19:08:10,
53,CONF,"['Campbell, C.', 'Chen, H.M.', 'Luk, W.', 'Fan, H.']",Enhancing LLM-based Quantum Code Generation with Multi-Agent Optimization and Quantum Error Correction,2025,,,,,10.1109/DAC63849.2025.11133316,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017605997&doi=10.1109%2FDAC63849.2025.11133316&partnerID=40&md5=27976ae3a148261af6d3b69c8ea47b27'],"Multi-agent frameworks with Large Language Models (LLMs) have become promising tools for generating generalpurpose programming languages using test-driven development, allowing developers to create more accurate and robust code. However, their potential has not been fully unleashed for domainspecific programming languages, where specific domain exhibits unique optimization opportunities for customized improvement. In this paper, we take the first step in exploring multi-agent code generation for quantum programs. By identifying the unique optimizations in quantum designs such as quantum error correction, we introduce a novel multi-agent framework tailored to generating accurate, fault-tolerant quantum code. Each agent in the framework focuses on distinct optimizations, iteratively refining the code using a semantic analyzer with multi-pass inference, alongside an error correction code decoder. We also examine the effectiveness of traditional techniques, like Chain-ofThought (CoT) and Retrieval-Augmented Generation (RAG) in the context of quantum programming, uncovering observations that are different from general-purpose code generation. To evaluate our approach, we develop a test suite to measure the impact each optimization has on the accuracy of the generated code. Our findings indicate that techniques such as structured CoT significantly improve the generation of quantum algorithms by up to 50%. In contrast, we have also found that certain techniques such as RAG show limited improvement, yielding an accuracy increase of only 4%. Moreover, we showcase examples of AIassisted quantum error prediction and correction, demonstrating the effectiveness of our multi-agent framework in reducing the errors of generated quantum programs. © 2025 Elsevier B.V., All rights reserved.","['Machine Learning', 'Multi-agent Large Language Models', 'Quantum Code Generation', 'Quantum Computing', 'Automatic programming', 'Computer programming languages', 'Error correction', 'Intelligent agents', 'Iterative methods', 'Learning systems', 'Multi agent systems', 'Quantum noise', 'Quantum theory', 'Software testing', 'Codegeneration', 'Language model', 'Machine-learning', 'Multi agent', 'Multi-agent large language model', 'Multiagent framework', 'Optimisations', 'Quantum code generation', 'Quantum codes', 'Quantum Computing', 'Quantum computers']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:09:34,
125,CONF,"['Cañizares, P.C.', 'Ávila, D.', 'Perez-Soler, S.', 'Guerra, E.', 'Lara, J.']",Coverage-based Strategies for the Automated Synthesis of Test Scenarios for Conversational Agents,2024,,,23,33,10.1145/3644032.3644456,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196398493&doi=10.1145%2F3644032.3644456&partnerID=40&md5=1a07cb9731740db2bace5b78bda5d552'],"Conversational agents-or chatbots-are increasingly used as the user interface to many software services. While open-domain chatbots like ChatGPT excel in their ability to chat about any topic, task-oriented conversational agents are designed to perform goal-oriented tasks (e.g., booking or shopping) guided by a dialogue-based user interaction, which is explicitly designed. Like any kind of software system, task-oriented conversational agents need to be properly tested to ensure their quality. For this purpose, some tools permit defining and executing conversation test cases. However, there are currently no established means to assess the coverage of the design of a task-oriented agent by a test suite, or mechanisms to automate quality test case generation ensuring the agent coverage.To attack this problem, we propose test coverage criteria for task-oriented conversational agents, and define coverage-based strategies to synthesise test scenarios, some oriented to test case reduction. We provide an implementation of the criteria and the strategies that is independent of the agent development platform. Finally, we report on their evaluation on open-source Dialogflow and Rasa agents, and a comparison against a state-of-The-Art testing tool. The experiment shows benefits in terms of test generation correctness, increased coverage and reduced testing time. © 2025 Elsevier B.V., All rights reserved.","['task-oriented conversational agents', 'test suite generation', 'testing', 'Open source software', 'Software agents', 'Software testing', 'Automated synthesis', 'Chatbots', 'Conversational agents', 'Excel', 'Goal-oriented', 'Software services', 'Task-oriented', 'Task-oriented conversational agent', 'Test scenario', 'Test suite generation', 'User interfaces']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 5'],,,,1,2025-11-26 19:09:46,
174,CONF,"['Jalil, S.', 'Rafi, S.', 'LaToza, T.D.', 'Moran, K.', 'Lam, W.']",ChatGPT and Software Testing Education: Promises & Perils,2023,,,430,437,10.1109/ICSTW58534.2023.00078,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163136873&doi=10.1109%2FICSTW58534.2023.00078&partnerID=40&md5=203768452df569a75922306c1755317f'],"Over the past decade, predictive language modeling for code has proven to be a valuable tool for enabling new forms of automation for developers. More recently, we have seen the ad-vent of general purpose ""large language models"", based on neural transformer architectures, that have been trained on massive datasets of human written text, which includes code and natural language. However, despite the demonstrated representational power of such models, interacting with them has historically been constrained to specific task settings, limiting their general applicability. Many of these limitations were recently overcome with the introduction of ChatGPT, a language model created by OpenAI and trained to operate as a conversational agent, enabling it to answer questions and respond to a wide variety of commands from end users.The introduction of models, such as ChatGPT, has already spurred fervent discussion from educators, ranging from fear that students could use these AI tools to circumvent learning, to excitement about the new types of learning opportunities that they might unlock. However, given the nascent nature of these tools, we currently lack fundamental knowledge related to how well they perform in different educational settings, and the potential promise (or danger) that they might pose to traditional forms of instruction. As such, in this paper, we examine how well ChatGPT performs when tasked with answering common questions in a popular software testing curriculum. We found that given its current capabilities, ChatGPT is able to respond to 77.5% of the questions we examined and that, of these questions, it is able to provide correct or partially correct answers in 55.6% of cases, provide correct or partially correct explanations of answers in 53.0% of cases, and that prompting the tool in a shared question context leads to a marginally higher rate of correct answers and explanations. Based on these findings, we discuss the potential promises and perils related to the use of ChatGPT by students and instructors. © 2023 Elsevier B.V., All rights reserved.","['case study', 'ChatGPT', 'education', 'testing', 'Codes (symbols)', 'Computational linguistics', 'Curricula', 'Education computing', 'Large dataset', 'Modeling languages', 'Natural language processing systems', 'Statistical tests', 'Students', 'Well testing', 'Case-studies', 'ChatGPT', 'Code languages', 'Language model', 'Massive data sets', 'Model-based OPC', 'Natural languages', 'New forms', 'Software testings', 'Written texts', 'Software testing']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 171'],,,,1,2025-11-26 19:09:57,
24,CONF,"['Rao, N.', 'Vasilescu, B.', 'Holmes, R.']",From Overload to Insight: Bridging Code Search and Code Review with LLMs,2025,Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering,,656,660,10.1145/3696630.3728518,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013959386&doi=10.1145%2F3696630.3728518&partnerID=40&md5=44b507a779648293d9b152108a61218b'],"The software engineering (SE) research community has developed numerous tools to search and extract actionable insights from software artifacts, ranging from static analysis tools to testing frameworks and continuous integration pipelines (hereafter just “search tools”). Despite their potential, many of these search tools remain underutilized during code review, a critical process for ensuring software quality. Key challenges include the overwhelming volume of information generated by automated tools, high false-positive rates, and the need for manual configuration or interpretation, which disrupts the flow of review. In this paper, we propose a vision for an LLM-powered conversational agent designed to assist code reviewers by bridging the gap between human reviewers and search tools. This agent would summarize relevant insights, tailor them to the specific code change under review, and facilitate context-aware interactions. By enhancing the human-in-the-loop nature of code review, such a tool has the potential to amplify reviewer effectiveness, streamline the review process, and ultimately improve software quality. © 2025 Elsevier B.V., All rights reserved.","['AI-Development Support', 'Code Review', 'Human-in-the-Loop', 'Automation', 'Computer software selection and evaluation', 'Software quality', 'Software testing', 'Static analysis', 'User interfaces', 'AI-development support', 'Code review', 'Code search', 'Development support', 'Human-in-the-loop', 'Research communities', 'Search tools', 'Software artefacts', 'Software engineering research', 'Software Quality', 'Codes (symbols)']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:14:05,
107,CONF,"['Päduraru, C.', 'Zavelca, M.', 'Ştefǎnescu, A.']",Agentic AI for Behavior-Driven Development Testing Using Large Language Models,2025,International Conference on Agents and Artificial Intelligence,2,805,815,10.5220/0013374400003890,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001687420&doi=10.5220%2F0013374400003890&partnerID=40&md5=9a5f5ecb6df9a0851aa031db5d4e7894'],"Behavior-driven development (BDD) testing significantly improves communication and collaboration between developers, testers and business stakeholders, and ensures that software functionality meets business requirements. However, the benefits of BDD are often overshadowed by the complexity of writing test cases, making it difficult for non-technical stakeholders. To address this challenge, we propose BDDTestAIGen, a framework that uses Large Language Models (LLMs), Natural Language Processing (NLP) techniques, human-in-theloop and Agentic AI methods to automate BDD test creation. This approach aims to reduce manual effort and effectively involve all project stakeholders. By fine-tuning an open-source LLM, we improve domain-specific customization, data privacy and cost efficiency. Our research shows that small models provide a balance between computational efficiency and ease of use. Contributions include the innovative integration of NLP and LLMs into BDD test automation, an adaptable open-source framework, evaluation against industry-relevant scenarios, and a discussion of the limitations, challenges and future directions in this area. © 2025 Elsevier B.V., All rights reserved.","['Agentic AI', 'Behavior-Driven Development (BDD)', 'Human-in-the-Loop', 'Large Language Models (LLMs)', 'Natural Language Processing (NLP)', 'Software Testing Frameworks', 'Test Automation']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:14:22,
79,CONF,"['Pasuksmit, J.', 'Takerngsaksiri, W.', 'Thongtanunam, P.', 'Tantithamthavorn, C.', 'Zhang, R.', 'Wang, S.', 'Jiang, F.', 'Li, J.', 'Cook, E.', 'Chen, K.', 'Wu, M.']",Human-In-The-Loop Software Development Agents: Challenges and Future Directions,2025,,,756,757,10.1109/MSR66628.2025.00112,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009162123&doi=10.1109%2FMSR66628.2025.00112&partnerID=40&md5=698142c669aae605243d9a432638bec7'],"Multi-agent LLM-driven systems for software development are rapidly gaining traction, offering new opportunities to enhance productivity. At Atlassian, we deployed Human-in-the-Loop Software Development Agents to resolve Jira work items and evaluated the generated code quality using functional correctness testing and GPT-based similarity scoring. This paper highlights two major challenges: the high computational costs of unit testing and the variability in LLM-based evaluations. We also propose future research directions to improve evaluation frameworks for Human-In-The-Loop software development tools. © 2025 Elsevier B.V., All rights reserved.","['atlassian', 'code-generation', 'hula', 'human-in-the-loop', 'jira', 'llm', 'Information systems', 'Intelligent agents', 'Multi agent systems', 'Software quality', 'Software testing', 'Atlassian', 'Code quality', 'Codegeneration', 'Driven system', 'Hulum', 'Human-in-the-loop', 'Jira', 'Llm', 'Multi agent', 'Work items', 'Software design']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:15:46,
60,CONF,"['Rezazadeh, F.', 'Gargari, A.A.', 'Lagen, S.', 'Song, H.', 'Niyato, D.', 'Liu, L.']",Toward Generative 6G Simulation: An Experimental Multi-Agent LLM and ns-3 Integration,2025,,,,,10.1109/MeditCom64437.2025.11104374,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015738145&doi=10.1109%2FMeditCom64437.2025.11104374&partnerID=40&md5=d97a85dffc69ab925ee5e4de28c33ce6'],"The move toward open Sixth-Generation (6G) networks necessitates a novel approach to full-stack simulation environments for evaluating complex technology developments before prototyping and real-world implementation. This paper introduces an innovative approach11 A lightweight, mock version of the code is available on GitHub at https://github.com/frezazadeh/LangChain-RAG-Technology that combines a multi-agent framework with the Network Simulator 3 (ns-3) to automate and optimize the generation, debugging, execution, and analysis of complex Fifth-Generation (5G) network scenarios. Our framework orchestrates a suite of specialized agents - namely, the Simulation Generation Agent, Test Designer Agent, Test Executor Agent, and Result Interpretation Agent - using advanced LangChain coordination. The Simulation Generation Agent employs a structured chain-of-thought (CoT) reasoning process, leveraging large language models (LLMs) and retrieval-augmented generation (RAG) to translate natural language simulation specifications into precise ns-3 scripts. Concurrently, the Test Designer Agent generates comprehensive automated test suites by integrating knowledge retrieval techniques with dynamic test case synthesis. The Test Executor Agent dynamically deploys and runs simulations, managing dependencies and parsing detailed performance metrics. At the same time, the Result Interpretation Agent utilizes LLM-driven analysis to extract actionable insights from the simulation outputs. By integrating external resources such as library documentation and ns-3 testing frameworks, our experimental approach can enhance simulation accuracy and adaptability, reducing reliance on extensive programming expertise. A detailed case study using the ns-3 5G-LENA module validates the effectiveness of the proposed approach. The code generation process converges in an average of 1.8 iterations, has a syntax error rate of 17.0%, a mean response time of 7.3 seconds, and receives a human evaluation score of 7.5. © 2025 Elsevier B.V., All rights reserved.","['5G/6G', 'chain-of-thought', 'generative simulation', 'multi-agent LLM', 'ns-3', 'RAG', 'Chains', 'Codes (symbols)', 'Computational linguistics', 'Computer simulation languages', 'Computer systems programming', 'Distributed computer systems', 'Human computer interaction', 'Integration', 'Integration testing', 'Intelligent agents', 'Natural language processing systems', 'Program documentation', 'Syntactics', '5g/6g', 'Chain-of-thought', 'Generative simulation', 'Language model', 'Language networks', 'Multi agent', 'Multi-agent large language model', 'Network simulator 3', 'Network simulators', 'Retrieval-augmented generation', 'Complex networks', 'Multi agent systems']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:16:02,
65,CONF,"['Chen, H.', 'Chen, K.', 'Zhang, F.', 'Wang, T.', 'Cheng, L.']",AgentTester: An LLM-Based Tool for Unit Test Generation with Automatically Generated Prompts,2025,Communications in Computer and Information Science,2574 CCIS,114,126,10.1007/978-981-95-0011-6_10,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013062510&doi=10.1007%2F978-981-95-0011-6_10&partnerID=40&md5=b7408785d11617d826eacb243fc81dd8'],"Unit tests are critical for software reliability, yet manually writing them is laborious and time-consuming. While traditional tools like EvoSuite achieve high coverage, their low readability limits adoption. Recent LLM-based methods (e.g., AthenaTest, ChatTester) improve test readability but suffer from suboptimal prompt design and rigid template-based instructions that lack adaptability to different focal methods. To address these limitations, we propose AgentTester—an LLM-based method with three core components: 1) AutoPrompting that extracts the essential information of focal method and infers method intent, 2) Prompt Distillation to refine tailored test instructions via multi-temperature sampling before generating the unit tests, and 3) Validation-Repair for iterative error correction of buggy test cases. Experimental evaluations show AgentTester surpasses EvoSuite in line coverage and outperforms both AthenaTest and ChatTester in compilation rate, test correctness, and overall coverage. These results demonstrate AgentTester’s effectiveness in generating reliable, adaptable and universality unit tests. © 2025 Elsevier B.V., All rights reserved.","['Large Language Model', 'Prompt Engineering', 'Unit Test Generation', 'Automatic test pattern generation', 'Error correction', 'Software reliability', 'Software testing', 'Automatically generated', 'Core components', 'Iterative error', 'Language model', 'Large language model', 'Prompt engineering', 'Software-Reliability', 'Template-based', 'Unit test generations', 'Unit tests', 'Iterative methods']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:16:06,
49,CONF,"['Azzam, A.', 'Hany, O.', 'Mansour, H.']",Comparative Study on Test Case generation using Generative AI,2025,,,366,369,10.1109/IMSA65733.2025.11166964,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018464135&doi=10.1109%2FIMSA65733.2025.11166964&partnerID=40&md5=b86914aaa102a4a2761613b1734aa6aa'],"Testing is an important part of Development life cycle, resource intensive and prone to human error. Over the years, various tools have been developed, with a recent surge in those based on Large Language Models (LLMs). Examples include prompting LLMs in chat applications to generate test cases or using AI agents with project context to generate tests. This paper comparatively studies the most prominent open and closed-source models available at the time of writing. This paper covers the most famous open and closed source models as of the date of writing this paper in a comparative study. This study analyzes each model's characteristics and performance against well known metrics like average code coverage and mutation score. While closed source models Like GPT-4o are demonstrating better performance than all other models at 35.2% coverage, some open source models such as Llama 3.1 70B is demonstrating significantly p romising p erformance with 30.6% coverage, or models like DeepSeekCoderV2 16B that have a better chance of running locally in a normal home setting with 28.2% coverage. This study highlights LLM capabilities in automated test generation. © 2025 Elsevier B.V., All rights reserved.","['Comparative Study', 'Large Language Model', 'Unit Test Generation', 'Artificial intelligence', 'Open source software', 'Open systems', 'Closed source', 'Comparatives studies', 'Human errors', 'Language model', 'Large language model', 'Open-source', 'Performance', 'Source models', 'Test case generation', 'Unit test generations', 'Life cycle']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:16:46,
30,JOUR,"['Pysmennyi, I.', 'Kyslyi, R.', 'Kleshch, K.']","AI-DRIVEN TOOLS IN MODERN SOFTWARE QUALITY ASSURANCE: AN ASSESSMENT OF BENEFITS, CHALLENGES, AND FUTURE DIRECTIONS",2025,Technology Audit and Production Reserves,3,44,54,10.15587/2706-5448.2025.330595,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011843831&doi=10.15587%2F2706-5448.2025.330595&partnerID=40&md5=25baf85fa1312707ac7952b86bd77ad4'],"Traditional quality assurance (QA) methods face significant challenges in addressing the complexity, scale, and rapid iteration cycles of modern software systems and are strained by limited resources available, leading to substantial costs associated with poor quality. The object of this research is the quality assurance processes for modern distributed software applications. The subject of the research is the assessment of the benefits, challenges, and prospects of integrating modern AI-oriented tools into quality assurance processes. Comprehensive analysis of implications was performed on both verification and validation processes covering exploratory test analyses, equivalence partitioning and boundary analyses, metamorphic testing, finding inconsistencies in acceptance criteria (AC), static analyses, test case generation, unit test generation, test suit optimization and assessment, end to end scenario execution. End to end regression of sample enterprise application utilizing AI-agents over generated test scenarios was implemented as a proof of concept highlighting practical use of the study. The results, with only 8.3% flaky executions of generated test cases, indicate significant potential for the proposed approaches. However, the study also identified substantial challenges for practical adoption concerning generation of semantically identical coverage, ""black box"" nature and lack of explainability from state-of-the-art Large Language Models (LLMs), the tendency to correct mutated test cases to match expected results, underscoring the necessity for thorough verification of both generated artifacts and test execution results. The research demonstrates AI’s transformative potential for QA but highlights the importance of a strategic approach to implementing these technologies, considering the identified limitations and the need for developing appropriate verification methodologies. © 2025 Elsevier B.V., All rights reserved.","['AI', 'AI agents', 'end-to-end test automation', 'LLM', 'quality assurance', 'SDLC', 'test case', 'testing']",Article,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,2,,1,2025-11-26 19:22:47,
87,CONF,"['Sarvejahani, M.J.']",Towards Architectural Pen Test Case Generation and Attack Surface Analysis to Support Secure Design,2025,,,143,148,10.1109/ICSA-C65153.2025.00027,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007880639&doi=10.1109%2FICSA-C65153.2025.00027&partnerID=40&md5=c705d9b1be50927d023e0e9155558783'],"In today's interconnected world, software systems have become indispensable components of complex frameworks, such as cyber-physical systems, e-commerce platforms, and healthcare information systems. This widespread integration highlights the importance of security more than ever, as these systems often function in critical environments where vulnerabilities can lead to significant destructive consequences. Pen-etration testing is a key method for identifying vulnerabilities but is often conducted after deployment, making remediation costly and time-consuming. On the other hand, back to the early phases of the Software Development Life Cycle (SDLC), software architects often lack the security expertise and feedback mechanisms needed to make informed design decisions, leading to vulnerabilities that remain undetected until later stages. In this paper, to address these challenges, we propose a research plan to integrate security considerations into the design phase. Our approach involves generating architecture-based penetration test cases, evaluating the attack surface of alternative architectures by using the generated test cases, and supporting software architects in making secure design decisions afterward. We plan to leverage threat modeling and Large Language Models (LLMs) to fulfill our target ambitions. To validate the applicability and effectiveness of our approach, we aim to conduct case studies in areas such as autonomous vehicles (AVs), which present significant security challenges. © 2025 Elsevier B.V., All rights reserved.","['architectural decision support', 'attack surface analysis', 'autonomous vehicle systems', 'penetration testing', 'security by design', 'Computer operating systems', 'Computer software selection and evaluation', 'Embedded software', 'Intelligent systems', 'Multi agent systems', 'Open source software', 'Architectural decision', 'Architectural decision support', 'Attack surface analyze', 'Autonomous vehicle system', 'Autonomous Vehicles', 'Decision supports', 'Penetration testing', 'Secure designs', 'Security by design', 'Vehicle system', 'Integration testing']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:23:00,
34,CONF,"['Shamim, I.', 'Singhal, R.']",Methodology for Quality Assurance Testing of LLM-based Multi-Agent Systems,2025,,,,,10.1145/3703412.3703439,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001155897&doi=10.1145%2F3703412.3703439&partnerID=40&md5=0e7c01d6b77cd45d0f1491241a69340e'],"Large Language Models (LLMs) based Multi-Agent Systems (MAS) are a rapidly emerging field with great potential to optimize work-flows across various industries. However, the unpredictable and hallucinating nature of LLMs prevents the industries from deploying MAS to production. Currently, no software exists to evaluate and test the overall performance of MAS. To address this problem, we created a quality assurance methodology that integrates system performance monitoring (cost, LLM calls, duration) with LLM evaluation software that assesses the quality of the output using various parameters such as relevance, groundedness, correctness, etc, both at the individual agent level and complete MAS. We illustrate our methodology’s efficacy in testing application and system performance for quality assurance by applying it to an LLM-based MAS under various scenarios. We believe this approach can create a framework to help industries optimize MAS for production deployment ensuring effectiveness, resource efficiency, and scalability, thereby facilitating wider adoption of LLM-based MAS technology. © 2025 Elsevier B.V., All rights reserved.","['Application programs', 'Autonomous agents', 'Computer software selection and evaluation', 'Input output programs', 'Intelligent agents', 'Problem oriented languages', 'Software quality', 'Integrate systems', 'Language model', 'Model-based OPC', 'Monitoring costs', 'Multiagent systems (MASs)', 'Performance', 'Performance-monitoring', 'Quality assurance testing', 'Systems performance', 'Work-flows', 'Software testing']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],27,,,1,2025-11-26 19:24:03,
72,CONF,"['Kim, M.', 'Stennett, T.', 'Sinha, S.', 'Orso, A.']",A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,2025,Proceedings - International Conference on Software Engineering,,1409,1421,10.1109/ICSE55347.2025.00179,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010327327&doi=10.1109%2FICSE55347.2025.00179&partnerID=40&md5=4727c4956022848d4318383703af88cb'],"As modern web services increasingly rely on REST APIs, their thorough testing has become crucial. Furthermore, the advent of REST API documentation languages, such as the OpenAPI Specification, has led to the emergence of many black-box REST API testing tools. However, these tools often focus on individual test elements in isolation (e.g., APIs, parameters, values), resulting in lower coverage and less effectiveness in fault detection. To address these limitations, we present AutoRestTest, the first black-box tool to adopt a dependency-embedded multi-agent approach for REST API testing that integrates multi-agent reinforcement learning (MARL) with a semantic property dependency graph (SPDG) and Large Language Models (LLMs). Our approach treats REST API testing as a separable problem, where four agents-API, dependency, parameter, and value agents-collaborate to optimize API exploration. LLMs handle domain-specific value generation, the SPDG model simplifies the search space for dependencies using a similarity score between API operations, and MARL dynamically optimizes the agents' behavior. Our evaluation of AutoRestTest on 12 real-world REST services shows that it outperforms the four leading black-box REST API testing tools, including those assisted by RESTGPT (which generates realistic test inputs using LLMs), in terms of code coverage, operation coverage, and fault detection. Notably, AutoRestTest is the only tool able to trigger an internal server error in the Spotify service. Our ablation study illustrates that each component of AutoRestTest-the SPDG, the LLM, and the agent-learning mechanism-contributes to its overall effectiveness. © 2025 Elsevier B.V., All rights reserved.","['Automated REST API Testing', 'Multi-Agent Reinforcement Learning for Testing', 'Application programming interfaces (API)', 'Intelligent agents', 'Machine learning', 'Multi agent systems', 'Semantics', 'Web services', 'Automated REST API testing', 'Black boxes', 'Dependency graphs', 'Faults detection', 'Language model', 'Multi-agent approach', 'Multi-agent reinforcement learning', 'Multi-agent reinforcement learning for testing', 'Semantic properties', 'Testing tools', 'Black-box testing']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:24:09,
85,CONF,"['Stennett, T.', 'Kim, M.', 'Sinha, S.', 'Orso, A.']",AutoRestTest: A Tool for Automated REST API Testing Using LLMs and MARL,2025,Proceedings - International Conference on Software Engineering,,21,24,10.1109/ICSE-Companion66252.2025.00015,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008493507&doi=10.1109%2FICSE-Companion66252.2025.00015&partnerID=40&md5=6b424c86446186db5a71163dacbdd1aa'],"As REST APIs have become widespread in modern web services, comprehensive testing of these APIs is increasingly crucial. Because of the vast search space of operations, parameters, and parameter values, along with their dependencies and constraints, current testing tools often achieve low code coverage, resulting in suboptimal fault detection. To address this limitation, we present AutoRestTest, a novel tool that integrates the Semantic Property Dependency Graph (SPDG) with Multi-Agent Reinforcement Learning (MARL) and large language models (LLMs) for effective REST API testing. AutoRestTest determines operation-dependent parameters using the SPDG and employs five specialized agents (operation, parameter, value, dependency, and header) to identify dependencies of operations and generate operation sequences, parameter combinations, and values. Through an intuitive command-line interface, users can easily configure and monitor tests with successful operation count, unique server errors detected, and time elapsed. Upon completion, AutoRestTest generates a detailed report highlighting errors detected and operations exercised. In this paper, we introduce our tool and present preliminary findings, with a demonstration video available at https://www.youtube.com/watch?v=VVus2W8rap8. © 2025 Elsevier B.V., All rights reserved.","['Automated REST API Testing', 'Multi Agent Reinforcement Learning for Testing', 'Application programming interfaces (API)', 'Error detection', 'Fault detection', 'Intelligent agents', 'Machine learning', 'Semantics', 'Web services', 'Automated REST API testing', 'Comprehensive testing', 'Dependency graphs', 'Language model', 'Model agents', 'Multi agent reinforcement learning for testing', 'Multi-agent reinforcement learning', 'Operation parameters', 'Semantic properties', 'Webs services', 'Multi agent systems']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 19:24:35,
